channel,equal,entropy,ahp
e1,0.14285714285714285,0.046876432226123206,0.23722467870413066
e2,0.14285714285714285,0.09482359212682537,0.12857171968269684
e3,0.14285714285714285,0.2679603616840861,0.12857171968269687
e4,0.14285714285714285,0.14223538819023807,0.06991774177182389
e5,0.14285714285714285,0.16990751178392802,0.23722467870413086
e6,0.14285714285714285,0.017431835640029165,0.12857171968269687
e7,0.14285714285714285,0.26076487834877005,0.06991774177182389
